order_id,order_hour,distance_km,prep_time_min,delivery_time_min,order_value,surge_multiplier,rating,cuisine,traffic_level,weather
1194,8,4.98,31,83,47.82,1.0,4.4,Mexican,Low,Clear
1195,20,4.76,14,52,57.6,1.0,3.2,Indian,High,Storm
1196,8,4.36,29,18,19.66,1.0,4.2,Thai,Medium,Clear
1197,9,5.33,35,31,19.72,1.0,4.4,Thai,Low,Rain
1198,19,8.58,25,67,53.89,1.0,4.2,Indian,Low,Clear
1199,20,10.75,31,67,47.47,1.0,4.4,Indian,Medium,Clear
1200,8,10.11,21,45,55.96,1.0,3.5,Thai,Medium,Clear
1201,2,12.21,37,36,8.47,1.0,3.8,Mexican,High,Clear
1202,19,13.35,35,25,39.53,1.5,4.7,Mexican,Low,Rain
1203,10,12.33,30,48,12.95,1.0,4.2,Italian,Medium,Clear
1204,5,0.77,25,29,32.71,1.0,4.4,Mexican,Low,Clear
1205,1,11.17,5,24,13.57,1.5,3.9,Chinese,Medium,Clear
1206,6,3.52,8,67,12.04,2.0,4.2,American,High,Storm
1207,17,2.43,8,62,5.67,1.2,3.0,Mexican,Medium,Rain
1208,1,9.76,30,45,39.66,1.0,4.6,Indian,Medium,Rain
1209,16,5.14,8,51,24.75,1.0,5.0,Mexican,Medium,Clear
1210,10,1.33,13,42,10.79,2.0,3.7,Italian,Low,Rain
1211,11,2.5,34,45,22.76,1.5,3.7,American,High,Clear
1212,18,0.51,8,84,14.29,1.0,4.4,American,Medium,Clear
1213,21,13.6,9,28,56.79,1.0,4.9,Indian,Medium,Clear
1214,23,0.86,27,30,22.6,1.0,4.2,American,High,Storm
1215,6,3.54,20,39,23.37,1.0,3.6,Chinese,Medium,Clear
1216,19,6.54,26,53,51.19,1.2,4.1,American,Medium,Clear
1217,5,5.67,12,80,40.63,1.0,3.7,Thai,Medium,Clear
1218,20,13.72,37,52,44.06,2.0,3.9,Indian,Low,Rain
1219,23,1.08,20,55,39.98,1.0,4.0,American,Low,Clear
1220,0,7.93,9,54,57.04,1.2,3.7,Mexican,High,Rain
1221,16,10.37,20,78,16.39,1.0,3.8,Italian,Low,Clear
1222,10,14.01,11,30,59.4,1.0,4.2,Thai,Medium,Clear
1223,21,9.5,5,73,50.7,1.0,4.3,Thai,Low,Rain
1224,17,12.15,13,25,37.39,1.2,3.5,Mexican,Low,Clear
1225,20,1.71,22,15,41.43,1.0,4.4,Thai,Medium,Rain
1226,16,6.1,7,27,40.69,1.0,4.0,Chinese,Medium,Clear
1227,6,5.92,28,44,8.21,1.5,4.6,Chinese,Medium,Rain
1228,16,13.35,32,83,16.99,1.0,4.6,Italian,High,Storm
1229,19,2.69,14,32,57.88,1.5,3.9,Italian,Medium,Clear
1230,8,2.7,13,27,34.39,1.5,4.5,Italian,Low,Clear
1231,16,5.26,17,46,25.81,1.5,3.8,Italian,Medium,Rain
1232,19,1.29,39,85,46.91,1.0,4.9,American,High,Clear
1233,21,3.15,27,86,33.85,1.0,3.8,Thai,Low,Clear
1234,21,14.5,21,64,5.72,2.0,4.4,Mexican,Medium,Clear
1235,7,6.71,11,85,45.49,1.0,4.1,Chinese,Low,Clear
1236,16,9.66,20,45,45.27,1.0,3.7,American,Low,Clear
1237,6,11.03,24,65,14.08,1.2,4.7,Italian,High,Storm
1238,0,5.82,28,41,57.62,1.0,3.9,Indian,High,Clear
1239,12,2.63,9,74,17.31,1.2,3.3,Indian,Low,Rain
1240,22,3.5,10,47,30.18,1.5,2.8,Mexican,High,Rain
1241,18,5.04,32,67,11.31,1.2,3.8,Chinese,Low,Clear
1242,23,9.72,9,86,38.18,1.0,4.9,Chinese,Medium,Storm
1243,18,6.28,6,47,25.65,1.0,4.8,Mexican,Medium,Rain
1244,16,0.6,25,55,24.42,1.0,3.8,Italian,Medium,Clear
1245,12,8.09,22,33,50.48,1.0,4.0,Italian,High,Storm
1246,15,13.86,16,55,5.53,1.0,4.0,Thai,Medium,Clear
1247,7,12.28,21,56,48.89,1.0,3.5,Chinese,Medium,Storm
1248,18,12.47,19,37,36.43,1.0,3.7,Chinese,High,Rain
1249,17,12.03,11,89,59.24,1.0,4.7,Chinese,Low,Clear
1250,0,5.19,18,47,37.42,1.5,4.5,Italian,Medium,Clear
1251,13,11.6,5,34,8.05,1.0,4.3,Indian,Medium,Clear
1252,18,2.58,7,39,7.79,1.0,3.5,Mexican,High,Clear
1253,14,10.04,35,66,53.57,1.2,4.3,Mexican,Medium,Clear
1254,17,9.8,17,26,51.27,1.2,3.0,American,High,Storm
1255,1,0.87,22,46,24.02,1.0,4.6,American,Medium,Rain
1256,21,11.93,21,47,38.99,1.2,4.3,Indian,Low,Rain
1257,16,13.6,21,88,31.93,1.0,3.5,Chinese,High,Clear
1258,17,4.38,15,82,58.19,1.0,5.0,Indian,Medium,Clear
1259,5,12.28,24,29,57.25,1.5,3.3,American,Medium,Clear
1260,18,1.69,14,65,59.11,1.5,4.5,Thai,High,Clear
1261,3,9.2,33,20,52.65,1.0,4.5,American,Medium,Clear
1262,0,7.54,38,83,55.03,1.2,3.6,Mexican,Medium,Clear
1263,7,8.42,21,83,16.95,1.5,4.2,Indian,Medium,Rain
1264,22,13.93,17,49,50.71,2.0,3.4,Italian,Medium,Rain
1265,6,13.13,31,48,43.99,1.0,2.8,American,Medium,Clear
1266,2,11.88,30,77,57.95,1.0,3.7,Mexican,Medium,Rain
1267,9,4.47,32,82,36.42,1.0,3.9,Chinese,High,Clear
1268,9,13.72,17,32,9.68,1.0,4.5,Indian,Medium,Clear
1269,18,1.91,16,40,37.86,1.0,4.2,American,Low,Storm
1270,13,12.87,32,75,42.76,1.2,4.2,Italian,Medium,Clear
1271,1,5.26,6,88,17.12,1.5,3.7,American,Low,Clear
1272,0,1.28,38,62,26.68,1.5,3.9,Italian,Medium,Clear
1273,22,10.21,27,86,37.92,1.0,3.7,Indian,Low,Clear
1274,22,3.85,33,45,25.58,1.0,3.6,Thai,Low,Clear
1275,17,4.03,39,48,25.62,1.0,3.9,Italian,High,Clear
1276,6,4.94,15,21,12.32,1.0,4.2,Italian,Medium,Rain
1277,7,1.42,37,21,56.74,1.5,3.9,Mexican,Medium,Clear
1278,0,3.07,15,61,46.28,1.0,4.0,Thai,Low,Clear
1279,22,0.57,13,22,5.07,1.2,4.5,Indian,High,Rain
1280,2,6.96,18,15,47.11,1.0,3.9,American,High,Storm
1281,23,1.72,13,17,45.69,1.0,3.5,Thai,Medium,Clear
1282,22,10.4,7,67,5.54,1.2,4.5,Chinese,Medium,Clear
1283,7,3.92,33,52,25.33,1.0,4.3,Indian,Low,Clear
1284,21,14.18,23,65,38.37,1.0,4.4,Thai,Medium,Clear
1285,14,13.13,36,29,29.9,1.0,4.5,Indian,Medium,Storm
1286,4,4.7,11,81,47.79,1.2,4.4,Chinese,High,Storm
1287,2,11.86,32,78,28.4,2.0,4.2,American,Low,Clear
1288,18,12.15,22,82,13.46,1.5,5.0,Mexican,Medium,Clear
1289,0,14.81,9,19,58.7,2.0,3.6,Thai,Low,Clear
1290,14,9.17,27,24,18.31,1.5,3.9,American,Low,Clear
1291,7,1.69,26,22,44.47,1.5,4.7,Chinese,Low,Clear
1292,1,9.88,30,26,12.87,1.0,4.3,American,Medium,Storm
1293,2,9.56,16,78,23.1,1.0,4.6,Indian,Low,Clear
1294,23,9.76,23,73,29.31,1.0,4.3,Mexican,High,Clear
1295,13,4.95,5,81,15.57,1.5,4.9,Italian,Medium,Clear
1296,23,12.97,7,64,29.75,1.0,3.7,Thai,Medium,Storm
1297,13,14.41,31,37,13.64,1.0,4.9,American,High,Storm
1298,10,3.66,22,54,35.75,1.5,4.8,Italian,Low,Rain
1299,15,1.78,34,32,41.5,1.0,3.6,Mexican,High,Clear
1300,3,3.32,6,35,8.43,2.0,4.5,Italian,High,Clear
1301,19,12.4,9,15,52.91,1.2,4.2,American,Low,Clear
1302,4,10.31,33,52,15.18,1.0,3.9,Chinese,High,Rain
1303,21,9.72,37,55,17.39,1.2,3.3,Thai,Low,Clear
1304,20,6.33,24,56,41.37,1.5,3.7,Indian,Low,Storm
1305,13,8.88,34,23,30.78,1.0,4.6,Indian,Low,Rain
1306,22,4.96,9,37,32.47,1.2,4.6,Thai,High,Clear
1307,15,7.42,25,25,12.05,1.5,4.1,Italian,Medium,Clear
1308,17,12.0,19,85,49.32,1.0,4.6,Indian,Medium,Clear
1309,6,14.73,24,45,38.94,1.0,4.7,Thai,Low,Clear
1310,9,14.02,12,40,12.45,1.0,4.3,Thai,Low,Clear
1311,6,14.04,35,44,25.57,1.0,3.8,Indian,High,Clear
1312,0,6.33,16,48,49.57,1.0,4.4,Chinese,Medium,Storm
1313,22,7.3,25,60,36.26,1.2,4.4,Italian,Low,Storm
1314,20,10.73,34,83,10.98,1.0,4.5,Chinese,Low,Clear
1315,18,13.87,31,19,25.5,1.5,4.6,Chinese,Low,Rain
1316,15,2.56,30,75,18.35,1.0,3.5,Mexican,Medium,Clear
1317,18,4.91,37,52,33.46,1.0,3.9,Italian,Medium,Clear
1318,3,2.52,30,42,51.38,1.2,3.3,Chinese,Medium,Clear
1319,17,9.37,30,40,28.99,1.5,4.6,American,Low,Storm
1320,1,4.94,5,75,28.83,1.0,4.1,Indian,Low,Clear
1321,0,5.23,19,37,54.79,1.0,4.4,Italian,Low,Clear
1322,14,1.53,5,60,36.69,1.5,3.5,Mexican,High,Clear
1323,4,5.57,15,44,36.14,1.0,4.9,Chinese,Medium,Clear
1324,19,13.01,6,81,19.41,1.0,3.6,American,Low,Rain
1325,10,3.88,5,47,38.42,1.0,4.6,Indian,Low,Clear
1326,9,10.58,35,17,36.68,1.2,4.3,Indian,Medium,Rain
1327,1,9.63,20,83,26.83,1.0,4.1,American,Medium,Clear
1328,2,13.02,26,56,59.49,1.0,4.1,Italian,Low,Rain
1329,22,2.42,22,76,53.5,1.0,3.9,Indian,Medium,Clear
1330,22,14.68,21,72,46.23,1.5,4.8,Indian,Medium,Clear
1331,11,8.95,34,71,34.55,1.0,4.2,Indian,Medium,Storm
1332,19,14.93,14,15,30.41,1.0,3.6,Thai,High,Rain
1333,4,13.72,39,87,15.17,1.0,4.0,Chinese,Low,Clear
1334,4,3.71,25,74,21.82,1.0,4.3,Chinese,High,Clear
1335,5,1.31,20,83,47.57,1.2,4.6,Indian,Medium,Clear
1336,8,4.21,10,73,29.96,1.2,3.9,Mexican,Low,Storm
1337,1,8.15,7,60,53.52,1.2,3.9,Thai,Medium,Rain
1338,20,2.99,25,48,13.14,1.5,4.2,Indian,Medium,Clear
1339,11,2.93,17,39,32.96,1.5,4.6,Italian,High,Clear
1340,2,7.21,22,56,40.58,1.0,3.5,Thai,Low,Clear
1341,19,0.98,28,43,33.43,2.0,4.5,Mexican,Medium,Rain
1342,21,2.27,31,39,53.91,1.0,4.0,Italian,High,Clear
1343,11,6.53,8,68,59.43,1.2,4.0,American,Low,Clear
1344,23,1.42,26,87,11.37,1.0,5.0,American,Medium,Clear
1345,16,6.25,28,81,12.15,1.5,4.1,Chinese,Medium,Rain
1346,9,7.37,14,29,12.17,1.0,4.6,Thai,Medium,Clear
1347,23,7.04,6,18,42.46,1.2,4.6,Chinese,High,Storm
1348,13,13.1,10,52,25.5,1.5,3.6,Chinese,Medium,Storm
1349,22,8.19,22,34,45.33,1.2,3.3,Thai,Low,Rain
1350,16,7.29,21,37,27.3,1.2,4.6,American,Medium,Clear
1351,17,6.46,27,51,39.52,1.0,3.7,Thai,Low,Clear
1352,18,12.36,34,76,47.34,1.0,3.4,Italian,Low,Clear
1353,16,13.48,25,22,35.15,2.0,4.7,Mexican,Medium,Clear
1354,13,12.87,14,51,34.67,1.2,3.7,Chinese,Low,Rain
1355,8,10.27,17,59,9.85,1.0,3.8,American,Low,Rain
1356,7,2.49,16,47,27.59,1.0,5.0,Chinese,Low,Clear
1357,1,4.51,13,21,35.02,1.0,3.4,Indian,Medium,Clear
1358,12,1.17,8,36,30.41,1.0,3.6,Mexican,Medium,Clear
1359,6,14.0,28,19,54.54,1.0,4.0,Italian,Medium,Clear
1360,8,10.08,38,29,54.86,1.0,4.1,Chinese,Low,Clear
1361,21,11.32,9,35,50.21,1.0,3.8,Indian,Low,Clear
1362,21,5.02,19,31,25.64,1.0,3.6,Indian,Low,Rain
1363,10,12.76,8,70,44.45,1.0,5.0,Mexican,Low,Storm
1364,13,4.26,12,64,26.74,1.0,4.3,American,Medium,Clear
1365,3,0.52,28,21,17.79,1.0,4.5,American,Low,Clear
1366,12,5.96,32,64,23.86,1.5,4.1,Chinese,Medium,Clear
1367,1,8.78,31,74,8.9,1.0,4.3,Chinese,Medium,Clear
1368,22,7.44,5,21,23.25,1.5,4.7,American,Low,Rain
1369,4,13.0,38,54,30.34,1.5,3.7,Italian,Low,Clear
1370,10,2.03,21,59,57.55,1.0,4.3,Italian,Medium,Clear
1371,5,8.53,30,73,22.24,1.0,4.5,Indian,Medium,Clear
1372,17,7.94,28,89,54.63,1.0,5.0,Mexican,High,Clear
1373,20,4.58,25,69,17.59,1.0,5.0,Italian,Low,Clear
1374,9,12.42,34,78,15.5,1.0,4.2,Chinese,Medium,Clear
1375,3,11.42,17,79,33.54,1.0,4.8,Italian,Low,Rain
1376,8,11.13,7,68,41.99,1.2,2.9,Mexican,Low,Clear
1377,5,13.2,36,54,7.44,1.0,5.0,Chinese,Low,Clear
1378,1,10.98,39,67,17.16,2.0,3.8,Mexican,Low,Clear
1379,16,3.86,23,58,30.06,1.0,4.1,American,Medium,Clear
1380,4,10.73,18,77,23.21,1.5,4.4,Mexican,Low,Clear
1381,5,4.96,26,16,44.19,1.0,4.1,Mexican,Medium,Clear
1382,11,4.01,21,35,33.11,1.0,4.3,Mexican,Low,Clear
1383,22,1.56,8,64,13.82,1.0,5.0,Chinese,Low,Clear
1384,20,11.29,23,66,54.2,2.0,4.0,Mexican,High,Storm
1385,9,10.81,6,23,21.11,1.0,3.7,Mexican,Medium,Rain
1386,21,3.9,19,34,45.21,1.2,5.0,Thai,Medium,Rain
1387,20,11.37,6,32,47.9,1.5,4.5,Thai,Low,Clear
1388,5,13.81,15,44,57.97,1.2,5.0,Indian,Low,Clear
1389,7,2.07,27,79,32.42,1.0,4.6,Chinese,Medium,Clear
1390,1,3.87,14,38,38.87,2.0,3.5,Thai,High,Clear
1391,11,11.38,7,61,23.42,1.5,4.5,Mexican,Low,Rain
1392,12,4.48,9,58,42.3,1.0,3.7,Italian,Medium,Clear
1393,20,9.56,7,43,30.49,1.0,4.2,Mexican,High,Storm
1394,6,1.68,17,82,29.07,2.0,4.2,Italian,High,Clear
1395,9,7.06,23,31,52.05,2.0,3.4,American,High,Clear
1396,12,11.22,39,19,7.76,1.0,3.8,American,Medium,Clear
1397,16,10.45,28,64,53.51,1.5,5.0,Chinese,Low,Storm
1398,20,12.32,28,54,51.86,1.0,4.3,Chinese,High,Clear
1399,13,13.22,21,60,32.85,1.0,4.1,American,High,Clear
1400,1,11.71,14,65,31.96,1.0,5.0,Chinese,Medium,Clear
1401,21,10.24,6,25,24.9,1.0,4.0,Italian,Low,Clear
1402,10,0.96,27,26,59.68,1.2,4.2,Italian,Medium,Clear
1403,0,8.26,10,27,11.11,1.0,4.7,Indian,Low,Clear
1404,18,1.05,6,78,37.46,1.0,4.0,Chinese,Medium,Clear
1405,20,12.22,25,22,42.49,1.0,3.8,Chinese,Medium,Clear
1406,3,5.15,39,79,56.39,1.0,3.1,Indian,Medium,Clear
1407,18,8.66,33,23,47.91,2.0,3.7,Mexican,Medium,Clear
1408,20,4.55,11,16,40.41,1.5,3.7,Italian,Medium,Clear
1409,10,11.85,33,27,11.42,1.0,4.3,Mexican,Medium,Clear
1410,7,13.35,27,16,25.56,1.5,3.9,Thai,High,Clear
1411,10,6.28,37,82,12.64,1.0,5.0,Indian,Medium,Clear
1412,3,13.01,12,62,53.47,1.2,3.7,Thai,Medium,Clear
1413,16,4.37,16,88,46.23,2.0,4.9,Thai,Medium,Rain
1414,6,8.25,14,17,46.66,1.0,4.3,Chinese,Medium,Clear
1415,7,12.95,19,82,40.87,1.2,4.6,Mexican,High,Rain
1416,2,5.23,28,20,32.89,1.0,4.6,Chinese,Low,Clear
1417,21,14.33,30,19,13.25,1.0,3.1,Indian,Medium,Clear
1418,1,2.27,7,17,23.13,1.0,4.2,American,Low,Clear
1419,22,0.76,6,24,12.53,2.0,4.1,Chinese,Medium,Rain
1420,14,13.61,10,57,44.87,1.0,3.6,Thai,High,Rain
1421,23,1.5,25,33,13.81,1.5,4.4,Thai,Low,Clear
1422,21,14.88,13,28,43.62,1.5,5.0,Mexican,Low,Clear
1423,21,14.3,14,35,43.07,1.0,2.9,Mexican,Medium,Rain
1424,4,2.49,7,57,30.26,1.0,3.9,Indian,High,Clear
1425,23,8.29,28,42,12.44,1.2,3.6,Mexican,Low,Clear
1426,0,3.18,26,35,22.31,1.0,4.2,Italian,Medium,Clear
1427,3,6.71,18,50,22.61,1.0,4.0,Chinese,Low,Clear
1428,14,1.39,31,38,43.52,2.0,3.9,Thai,High,Clear
1429,19,3.75,37,68,11.26,1.2,4.5,Italian,Medium,Rain
1430,18,5.77,26,52,50.6,1.0,5.0,Indian,Medium,Rain
1431,2,6.86,33,31,46.86,1.2,5.0,Thai,Low,Clear
1432,19,14.67,23,36,15.25,1.0,3.8,Italian,Medium,Rain
1433,10,12.21,23,59,44.55,1.0,3.3,Italian,Low,Clear
1434,16,11.19,10,88,41.77,1.5,4.5,Thai,Medium,Storm
1435,12,8.29,23,75,46.15,1.5,5.0,Chinese,Medium,Clear
1436,10,12.68,17,25,15.39,1.0,4.6,Chinese,Medium,Rain
1437,1,5.42,30,75,13.67,1.0,5.0,American,High,Clear
1438,8,10.78,26,52,18.01,1.2,4.1,Italian,Low,Storm
1439,1,14.91,25,80,25.12,1.0,3.9,Chinese,Low,Storm
1440,20,5.06,6,47,48.65,1.0,4.3,Italian,Medium,Clear
1441,8,10.27,34,57,45.59,1.0,4.0,Italian,Medium,Clear
1442,8,12.74,31,45,55.9,1.2,4.5,Indian,Low,Clear
1443,7,13.78,11,49,8.22,1.0,4.7,Indian,Low,Clear
1444,16,10.91,24,51,5.64,1.0,4.7,Thai,Medium,Storm
1445,0,4.61,35,61,43.45,1.0,4.5,Italian,Low,Clear
1446,10,5.23,27,37,20.36,1.0,4.3,Indian,High,Clear
1447,7,0.8,17,50,23.37,1.0,4.6,Thai,Medium,Clear
1448,9,11.53,21,54,35.07,1.0,3.2,Chinese,High,Clear
1449,6,1.12,8,29,10.63,1.0,4.3,Italian,High,Rain
1450,2,13.04,18,51,40.35,1.5,4.2,Indian,Medium,Clear
1451,2,2.22,24,18,22.88,1.0,4.3,Chinese,Medium,Clear
1452,17,2.99,17,36,39.8,1.0,4.2,Italian,Medium,Clear
1453,4,7.41,7,36,50.87,2.0,4.4,Thai,High,Storm
1454,11,11.2,30,31,14.41,1.2,3.9,Italian,Medium,Clear
1455,11,2.52,30,86,56.2,1.2,4.8,Indian,Low,Storm
1456,18,6.88,22,52,34.19,1.0,4.4,Chinese,Medium,Storm
1457,5,7.5,36,38,55.76,1.0,4.3,Italian,Medium,Clear
1458,1,3.58,18,20,16.43,1.2,3.9,Italian,Low,Storm
1459,11,2.18,7,82,38.25,1.2,4.6,Thai,Low,Clear
1460,18,12.63,5,20,27.21,1.0,4.3,American,Low,Storm
1461,4,7.79,30,40,47.58,1.0,3.8,Italian,High,Clear
1462,11,0.71,28,55,38.32,1.5,4.2,American,Low,Clear
1463,16,12.14,39,89,32.2,1.0,4.5,American,Low,Clear
1464,16,14.72,18,52,55.21,1.0,4.5,Chinese,Medium,Clear
1465,9,9.29,7,57,25.74,1.0,4.4,Mexican,High,Clear
1466,22,7.8,17,67,17.1,1.5,4.2,Thai,Low,Rain
1467,16,13.24,18,29,38.45,1.5,4.7,American,Medium,Rain
1468,14,14.31,25,70,39.32,1.2,4.8,Chinese,Low,Storm
1469,11,11.44,30,70,29.15,1.0,4.6,Thai,Low,Clear
1470,15,6.96,7,45,31.76,1.0,3.9,Indian,Low,Clear
1471,23,9.09,8,71,57.78,1.0,3.7,American,Medium,Storm
1472,18,10.66,5,65,45.3,1.2,3.9,Mexican,Medium,Storm
1473,7,3.32,37,38,11.08,1.2,5.0,Indian,Low,Clear
1474,20,6.98,11,72,16.67,2.0,4.3,Thai,Low,Rain
1475,16,12.53,15,87,58.66,1.0,5.0,American,Low,Clear
1476,22,9.99,31,18,44.96,1.2,4.1,American,High,Clear
1477,4,6.46,18,24,55.33,1.0,4.1,Mexican,Medium,Rain
1478,21,10.12,26,77,21.71,1.0,4.2,Italian,Medium,Rain
1479,15,2.21,20,87,45.8,1.0,4.2,Mexican,Medium,Clear
1480,5,6.32,16,29,44.27,1.0,3.8,Chinese,Medium,Clear
1481,7,12.0,14,77,21.21,2.0,3.6,Chinese,Low,Clear
1482,17,3.7,28,33,35.29,1.0,4.5,Mexican,Low,Rain
1483,11,3.2,22,77,39.51,2.0,4.7,Mexican,Low,Clear
1484,14,14.29,26,70,31.46,1.0,5.0,Mexican,High,Rain
1485,8,3.54,13,35,50.49,1.0,4.0,Mexican,High,Clear
1486,12,4.28,21,48,50.81,1.0,4.0,Mexican,Medium,Clear
1487,14,14.56,17,31,51.78,1.0,3.8,American,Low,Clear
1488,9,11.15,10,32,49.19,1.0,4.8,Thai,Low,Storm
1489,15,10.64,25,80,31.84,1.0,4.6,Thai,Low,Clear
1490,6,12.87,11,65,25.98,1.0,3.8,Indian,Medium,Clear
1491,16,2.18,29,79,50.73,2.0,3.7,Chinese,Medium,Clear
1492,22,10.74,15,57,31.96,1.2,4.7,Chinese,High,Clear
1493,20,7.8,18,71,18.55,1.2,4.4,Thai,Medium,Clear
1494,21,12.52,33,24,32.9,1.0,4.6,Thai,Low,Clear
1495,6,7.87,14,51,12.8,1.0,3.8,Indian,Low,Clear
1496,13,9.49,9,62,43.04,1.0,3.3,Mexican,Low,Clear
1497,14,7.43,12,83,23.48,1.5,3.8,Thai,Low,Clear
1498,20,7.43,9,70,19.34,1.0,4.5,Thai,High,Rain
1499,6,11.64,28,50,57.61,1.0,5.0,Indian,Medium,Clear
1500,8,9.61,30,45,47.73,1.0,4.0,Mexican,Low,Storm
1501,18,9.68,10,69,48.29,1.0,5.0,Chinese,Low,Clear
1502,15,7.03,20,52,39.3,1.5,4.6,Thai,Medium,Rain
1503,7,8.2,16,87,51.15,1.0,3.5,Italian,Medium,Clear
1504,17,11.31,15,29,46.75,1.0,4.3,Chinese,Medium,Clear
1505,22,12.48,7,30,37.93,1.2,4.6,Chinese,Low,Clear
1506,17,10.6,10,67,57.86,1.0,3.0,Italian,Medium,Clear
1507,19,13.9,23,70,15.54,1.0,4.5,Indian,Low,Clear
1508,6,12.39,22,21,56.89,1.0,4.8,American,Medium,Clear
1509,2,8.65,20,71,27.08,1.2,4.4,Mexican,Low,Rain
1510,17,10.24,27,69,34.06,2.0,4.2,Mexican,Low,Clear
1511,9,13.93,13,66,11.75,1.2,4.1,Chinese,Low,Clear
1512,6,9.48,7,18,34.71,1.5,4.1,Italian,Low,Storm
1513,16,12.46,12,57,38.62,1.0,3.6,Chinese,Low,Clear
1514,13,10.49,8,54,59.87,1.0,3.9,Chinese,High,Clear
1515,23,8.5,16,44,58.64,1.0,4.0,Thai,Low,Storm
1516,2,4.01,35,24,58.15,1.2,4.3,Indian,Medium,Storm
1517,11,6.68,29,21,24.16,1.0,3.9,Mexican,Medium,Clear
1518,12,14.53,20,50,59.52,1.2,3.8,American,Low,Clear
1519,1,10.04,18,49,30.05,1.2,4.6,Italian,Medium,Clear
1520,2,8.68,17,53,51.85,2.0,4.4,American,High,Clear
1521,4,14.03,11,50,16.9,1.0,3.9,Italian,Low,Rain
1522,10,9.0,16,34,32.82,1.0,4.5,Mexican,High,Rain
1523,7,8.13,8,63,58.13,1.0,4.0,Indian,High,Clear
1524,22,11.51,6,73,57.09,1.0,4.2,American,High,Clear
1525,22,10.83,39,63,42.61,1.5,4.7,Italian,Low,Clear
1526,11,3.3,7,40,48.88,1.0,3.9,Chinese,Medium,Storm
1527,6,7.33,8,50,14.7,2.0,3.6,Mexican,Medium,Storm
1528,14,7.35,16,57,44.69,2.0,4.1,Indian,Low,Clear
1529,23,5.98,23,57,38.99,1.0,3.5,Thai,Medium,Clear
1530,16,8.0,14,47,10.04,1.0,4.1,Chinese,High,Clear
1531,3,6.49,5,59,11.22,1.0,4.1,Indian,High,Clear
1532,21,3.39,21,59,10.96,1.0,3.0,Italian,Low,Clear
1533,12,6.48,20,29,44.84,1.0,4.5,Chinese,Low,Clear
1534,17,1.55,13,31,12.79,1.0,4.1,Thai,Low,Clear
1535,0,8.85,13,26,30.73,1.0,4.8,Thai,Low,Rain
1536,15,12.88,13,36,24.63,1.2,4.3,Indian,Medium,Storm
1537,12,11.02,16,37,35.28,1.0,4.6,Mexican,Medium,Storm
1538,9,5.73,19,26,43.86,1.0,4.8,American,Medium,Clear
1539,11,1.76,6,82,42.66,1.0,4.1,Thai,High,Rain
1540,1,3.43,15,65,33.35,2.0,4.2,Thai,Low,Clear
1541,22,8.41,15,27,30.54,1.2,3.4,American,Medium,Clear
1542,2,3.5,12,71,26.88,1.0,4.8,Chinese,Medium,Clear
1543,9,8.39,36,69,52.41,1.2,4.1,Mexican,High,Clear
1544,1,3.86,10,42,23.2,1.2,3.7,Mexican,High,Clear
1545,22,12.81,24,58,19.27,1.5,4.6,Indian,Medium,Clear
1546,12,6.26,39,33,45.88,1.0,3.1,Chinese,High,Clear
1547,12,4.06,12,60,24.79,1.5,4.0,Mexican,Medium,Rain
1548,17,12.28,38,17,51.58,1.0,4.7,Indian,High,Storm
1549,2,5.47,23,34,23.03,1.5,4.0,Mexican,Medium,Clear
1550,6,2.12,11,39,43.61,1.0,3.8,Chinese,Low,Clear
1551,13,8.77,35,89,7.48,1.5,4.0,Mexican,High,Clear
1552,19,8.93,22,70,26.21,2.0,3.2,Mexican,Low,Storm
1553,16,10.86,18,75,23.88,1.0,4.6,Mexican,High,Clear
1554,20,3.98,21,69,49.92,2.0,4.1,American,Medium,Clear
1555,11,6.93,13,49,58.19,1.0,4.1,Italian,Medium,Clear
1556,15,4.59,24,73,30.35,1.0,4.1,Chinese,Low,Clear
1557,23,1.67,32,53,50.37,1.0,4.2,American,Low,Rain
1558,11,13.21,24,71,43.48,2.0,4.5,Italian,High,Clear
1559,14,11.07,31,81,58.21,1.0,4.2,Thai,Low,Rain
1560,9,4.87,12,48,49.61,1.0,3.5,Mexican,High,Clear
1561,6,9.19,36,55,9.26,1.2,4.5,Mexican,Medium,Clear
1562,19,3.42,5,36,44.23,2.0,4.4,American,Medium,Rain
1563,4,13.41,21,41,34.45,1.2,4.3,Indian,Medium,Rain
1564,0,2.17,13,35,5.9,1.0,4.7,Chinese,Low,Rain
1565,16,0.56,24,55,18.82,1.0,4.2,Italian,Medium,Clear
1566,2,7.78,36,45,55.7,1.0,4.8,Mexican,Medium,Rain
1567,12,8.96,6,41,55.93,1.2,4.9,Chinese,High,Clear
1568,13,8.89,36,51,48.94,1.0,4.5,Mexican,Medium,Storm
1569,23,1.29,13,80,59.0,1.0,3.8,Mexican,Low,Clear
1570,17,5.05,34,68,49.36,1.5,4.1,Mexican,High,Clear
1571,3,7.74,24,23,5.56,1.0,4.8,Chinese,Medium,Clear
1572,17,3.64,5,56,20.83,1.0,3.5,American,Medium,Clear
1573,4,13.15,9,50,6.68,1.0,4.0,Chinese,Medium,Clear
1574,15,1.76,39,24,10.18,1.0,4.0,Chinese,Medium,Clear
1575,0,7.57,5,73,17.04,1.0,3.8,Thai,Medium,Storm
1576,20,10.53,18,54,32.7,1.0,4.6,Indian,Medium,Rain
